area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.514,0.078,0.147,0.04,0.498,0.203,0.18899999999999997,0.043,0.01,0.932,0.01,0.004,0.099601594,0.421314741,0.357569721,0.121513944,7,9,0.29,0.21364882697947216,0.099,0.069,0.16469557362240286,0.281,12.0,22.87,2939.0,5959.0,year 2,9.9
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.315,0.109,0.254,0.083,0.46399999999999997,0.217,0.149,0.006999999999999999,0.691,0.276,0.0,0.002,0.29458128100000003,0.36059113299999995,0.2,0.144827586,12,13,0.397,0.228,0.18899999999999997,0.152,0.132,0.373,10.0,39.29,3120.0,3140.0,year 1,34.8
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Farm-dependent,0.444,0.07,0.34,0.077,0.489,0.355,0.105,0.615,0.006999999999999999,0.36,0.039,0.006,0.331658291,0.253266332,0.272361809,0.142713568,20,6,0.358,0.10099999999999999,0.10300000000000001,0.077,0.11599999999999999,0.255,11.0,9.99,1270.0,1580.0,year 1,16.3
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.483,0.027999999999999997,0.261,0.139,0.502,0.243,0.19,0.055999999999999994,0.009000000000000001,0.851,0.057,0.01,0.101303912,0.423269809,0.25877632899999997,0.21664995,14,14,0.29,0.198,0.14,0.059000000000000004,0.16469557362240286,0.337,10.0,60.8,4870.0,4860.0,year 2,12.4
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.498,0.06,0.23399999999999999,0.102,0.511,0.27,0.133,0.095,0.009000000000000001,0.879,0.011000000000000001,0.0,0.165,0.40700000000000003,0.294,0.134,13,9,0.34299999999999997,0.268,0.105,0.077,0.157,0.258,13.0,18.98,4400.0,2789.0,year 2,11.0
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.445,0.048,0.17800000000000002,0.051,0.484,0.235,0.157,0.04,0.028999999999999998,0.9209999999999999,0.008,0.002,0.118301314,0.415571284,0.329625885,0.136501517,12,10,0.345,0.146,0.111,0.081,0.15,0.24600000000000002,13.0,14.65,1980.0,2300.0,year 1,15.6
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.555,0.038,0.098,0.033,0.515,0.251,0.139,0.013000000000000001,0.016,0.9540000000000001,0.006999999999999999,0.005,0.03718593,0.32562814100000004,0.34472361799999995,0.292462312,11,8,0.31,0.139,0.078,0.066,0.209,0.306,10.0,15.68,3230.0,1659.0,year 2,6.8
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.517,0.032,0.122,0.046,0.506,0.243,0.215,0.015,0.0,0.9740000000000001,0.003,0.0,0.084677419,0.439516129,0.321572581,0.154233871,12,12,0.273,0.14800000000000002,0.08,0.051,0.131,0.309,12.0,18.49,2190.0,3590.0,year 2,11.1
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.413,0.11199999999999999,0.188,0.062,0.498,0.188,0.221,0.018000000000000002,0.0,0.9570000000000001,0.01,0.0,0.150887574,0.41913215,0.30966469399999996,0.12031558199999999,8,14,0.341,0.322,0.11199999999999999,0.091,0.12300000000000001,0.24600000000000002,12.0,16.28,2609.0,2230.0,year 2,20.3
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.46399999999999997,0.06,0.147,0.052000000000000005,0.5,0.212,0.191,0.023,0.040999999999999995,0.922,0.0,0.013000000000000001,0.11211211199999999,0.445445445,0.23023023,0.21221221199999998,10,12,0.313,0.22899999999999998,0.113,0.07400000000000001,0.132,0.272,14.0,17.23,1939.0,1350.0,year 2,15.2
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.528,0.034,0.168,0.069,0.506,0.204,0.23399999999999999,0.024,0.0,0.924,0.035,0.002,0.07497467099999999,0.39918946299999997,0.311043566,0.21479229999999996,10,14,0.33299999999999996,0.179,0.10800000000000001,0.049,0.214,0.344,8.0,21.14602162162162,2699.0,2069.0,year 1,13.2
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.5720000000000001,0.031,0.213,0.099,0.491,0.27699999999999997,0.18,0.16399999999999998,0.005,0.8,0.008,0.0,0.143718593,0.31256281399999997,0.32160804,0.22211055300000002,12,7,0.297,0.205,0.111,0.052000000000000005,0.16469557362240286,0.295,12.0,21.14602162162162,4339.0,4389.0,year 1,9.6
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.561,0.039,0.183,0.08199999999999999,0.501,0.16399999999999998,0.251,0.013999999999999999,0.045,0.922,0.008,0.003,0.12240868699999999,0.388943731,0.268509378,0.220138203,11,11,0.289,0.21364882697947216,0.121,0.085,0.16469557362240286,0.276,13.0,21.14602162162162,4609.0,2319.0,year 1,11.0
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.48200000000000004,0.042,0.42,0.19399999999999998,0.486,0.308,0.133,0.612,0.018000000000000002,0.366,0.015,0.006,0.3,0.327272727,0.233333333,0.139393939,16,8,0.284,0.21364882697947216,0.099,0.078,0.16469557362240286,0.28800000000000003,9.0,36.33,8219.0,2699.0,year 2,19.5
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.524,0.046,0.11199999999999999,0.063,0.48700000000000004,0.22399999999999998,0.218,0.065,0.0,0.9229999999999999,0.002,0.0,0.095381526,0.402610442,0.33935743,0.162650602,10,13,0.28800000000000003,0.168,0.079,0.061,0.16469557362240286,0.265,13.0,16.52,2830.0,2850.0,year 1,10.6
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.578,0.037000000000000005,0.177,0.073,0.504,0.23199999999999998,0.205,0.036000000000000004,0.0,0.958,0.012,0.0,0.07358871,0.34879032299999996,0.36794354799999995,0.20967741899999998,14,11,0.28800000000000003,0.13,0.092,0.065,0.175,0.335,12.0,31.04,950.0,940.0,year 2,12.6
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.542,0.025,0.20199999999999999,0.134,0.503,0.20800000000000002,0.267,0.025,0.012,0.932,0.026000000000000002,0.001,0.063508065,0.311491935,0.40020161299999996,0.224798387,11,12,0.257,0.133,0.08900000000000001,0.0835641196013289,0.282,0.25,10.0,21.14602162162162,1789.0,889.0,year 1,10.1
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.386,0.08199999999999999,0.27,0.14,0.488,0.21600000000000003,0.18100000000000002,0.035,0.20600000000000002,0.7340000000000001,0.006,0.001,0.12187812199999999,0.4995005,0.312687313,0.065934066,10,9,0.302,0.21364882697947216,0.128,0.094,0.16469557362240286,0.306,10.0,39.75,2694.5,14199.0,year 1,21.3
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.498,0.064,0.179,0.027999999999999997,0.515,0.252,0.142,0.10400000000000001,0.155,0.723,0.004,0.015,0.12711022800000002,0.34061569,0.343594836,0.188679245,12,10,0.312,0.265,0.087,0.081,0.13699999999999998,0.278,13.0,13.21,2330.0,2209.0,year 1,15.1
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.474,0.053,0.222,0.11599999999999999,0.505,0.218,0.185,0.035,0.065,0.879,0.004,0.01,0.104627767,0.35311871200000006,0.317907445,0.224346076,10,10,0.271,0.21100000000000002,0.10099999999999999,0.07,0.132,0.23399999999999999,12.0,27.06,3749.0,2639.0,year 2,12.1
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.447,0.066,0.129,0.04,0.513,0.231,0.16899999999999998,0.115,0.009000000000000001,0.855,0.0,0.0,0.160784314,0.365686275,0.31372549,0.159803922,12,12,0.272,0.306,0.086,0.077,0.177,0.253,11.0,9.61,1750.0,1720.0,year 2,19.1
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.574,0.019,0.161,0.087,0.509,0.233,0.201,0.035,0.004,0.948,0.0,0.0,0.07373737400000001,0.34444444399999996,0.367676768,0.21414141399999997,13,12,0.302,0.124,0.09,0.051,0.16899999999999998,0.309,12.0,23.59,940.0,939.0,year 1,11.9
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.374,0.098,0.267,0.069,0.536,0.252,0.15,0.011000000000000001,0.7,0.27,0.0,0.009000000000000001,0.22020202,0.312121212,0.272727273,0.194949495,13,9,0.41700000000000004,0.21364882697947216,0.16,0.121,0.16469557362240286,0.354,12.0,43.92,2694.5,2389.0,year 1,34.2
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.36200000000000004,0.08199999999999999,0.248,0.075,0.47600000000000003,0.20600000000000002,0.158,0.022000000000000002,0.62,0.33,0.012,0.011000000000000001,0.240816327,0.404081633,0.25,0.105102041,9,14,0.42200000000000004,0.16399999999999998,0.149,0.14400000000000002,0.126,0.31,12.0,27.26,9169.0,9320.0,year 1,28.0
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.532,0.038,0.133,0.075,0.503,0.247,0.201,0.031,0.003,0.8759999999999999,0.048,0.019,0.112690355,0.38071066,0.336040609,0.170558376,12,11,0.29600000000000004,0.18600000000000003,0.08199999999999999,0.057,0.221,0.225,13.0,22.18,2240.0,1980.0,year 1,11.2
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.434,0.08800000000000001,0.278,0.073,0.512,0.226,0.17,0.005,0.517,0.436,0.003,0.0,0.201207243,0.466800805,0.23138833,0.10060362199999999,11,9,0.397,0.213,0.161,0.09699999999999999,0.16469557362240286,0.33899999999999997,11.0,29.62,10870.0,3690.0,year 1,20.1
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.514,0.040999999999999995,0.29600000000000004,0.124,0.506,0.24,0.13,0.163,0.031,0.705,0.077,0.016,0.139393939,0.350505051,0.24141414100000003,0.268686869,16,9,0.294,0.165,0.109,0.07400000000000001,0.109,0.28800000000000003,10.0,20.01,1829.0,1669.0,year 1,18.0
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.462,0.052000000000000005,0.218,0.107,0.512,0.253,0.141,0.015,0.109,0.852,0.001,0.002,0.128614158,0.390827517,0.325024925,0.1555334,9,8,0.312,0.21364882697947216,0.113,0.09,0.16469557362240286,0.305,13.0,26.11,5930.0,8900.0,year 1,11.6
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.5429999999999999,0.03,0.168,0.044000000000000004,0.516,0.18100000000000002,0.168,0.02,0.005,0.9470000000000001,0.006,0.018000000000000002,0.075987842,0.34042553200000003,0.26747720399999997,0.316109422,8,9,0.267,0.172,0.09,0.059000000000000004,0.168,0.20600000000000002,11.0,12.75,1779.0,1390.0,year 1,9.8
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.55,0.045,0.1,0.03,0.507,0.23800000000000002,0.142,0.023,0.006999999999999999,0.9490000000000001,0.012,0.01,0.10921843699999999,0.379759519,0.27755511,0.233466934,13,9,0.293,0.185,0.086,0.07400000000000001,0.19699999999999998,0.23800000000000002,11.0,16.77,2290.0,1659.0,year 1,7.7
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.565,0.028999999999999998,0.16,0.073,0.498,0.22699999999999998,0.221,0.031,0.003,0.95,0.0,0.006,0.086258776,0.334002006,0.39919759299999996,0.180541625,12,11,0.273,0.14300000000000002,0.102,0.051,0.192,0.266,12.0,22.46,6450.0,1629.0,year 1,12.3
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.308,0.149,0.263,0.07200000000000001,0.49700000000000005,0.23800000000000002,0.139,0.0,0.8440000000000001,0.14,0.0,0.001,0.241617357,0.365877712,0.22879684399999997,0.163708087,14,11,0.451,0.17300000000000001,0.187,0.166,0.08900000000000001,0.368,11.0,22.59,2694.5,3809.0,year 1,39.0
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.331,0.095,0.264,0.09,0.526,0.215,0.177,0.015,0.371,0.574,0.0,0.002,0.237663646,0.36958711,0.283987915,0.108761329,10,11,0.331,0.20600000000000002,0.14,0.109,0.16469557362240286,0.316,13.0,21.84,8459.0,1999.5,year 1,26.7
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.522,0.046,0.158,0.07200000000000001,0.5,0.21600000000000003,0.185,0.036000000000000004,0.049,0.883,0.008,0.012,0.121541502,0.278656126,0.291501976,0.308300395,9,10,0.309,0.21364882697947216,0.107,0.073,0.16469557362240286,0.23,13.0,12.17,2859.0,2379.0,year 1,7.4
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.504,0.066,0.287,0.15,0.47700000000000004,0.22399999999999998,0.11699999999999999,0.052000000000000005,0.015,0.654,0.142,0.083,0.081349206,0.330357143,0.345238095,0.243055556,13,5,0.28,0.217,0.078,0.059000000000000004,0.218,0.204,11.626422250316056,21.14602162162162,1710.0,1050.0,year 1,10.7
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.42700000000000005,0.05,0.331,0.14,0.51,0.311,0.102,0.016,0.0,0.35100000000000003,0.6,0.002,0.165314402,0.385395538,0.314401623,0.134888438,22,14,0.354,0.27899999999999997,0.139,0.083,0.24,0.34600000000000003,10.0,30.46,2220.0,2629.0,year 2,23.3
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.45299999999999996,0.057999999999999996,0.26,0.11599999999999999,0.507,0.243,0.182,0.019,0.0,0.787,0.141,0.005,0.13150147199999998,0.41903827299999996,0.281648675,0.16781158,12,11,0.35600000000000004,0.247,0.145,0.069,0.16469557362240286,0.361,10.0,40.37,1270.0,3289.0,year 1,16.2
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.539,0.066,0.26,0.09,0.498,0.271,0.069,0.318,0.139,0.47,0.009000000000000001,0.057,0.183282981,0.26183283,0.267875126,0.287009063,17,5,0.295,0.21364882697947216,0.09,0.071,0.16469557362240286,0.235,13.0,7.91,810.0,799.0,year 2,9.8
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.506,0.055,0.22399999999999998,0.075,0.509,0.198,0.146,0.044000000000000004,0.147,0.773,0.004,0.011000000000000001,0.080118694,0.224530168,0.320474777,0.37487636,11,8,0.253,0.185,0.11699999999999999,0.094,0.179,0.207,12.0,11.26,1440.0,1130.0,year 2,17.9
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.55,0.026000000000000002,0.19,0.078,0.501,0.23800000000000002,0.214,0.077,0.01,0.898,0.01,0.009000000000000001,0.12,0.392,0.29600000000000004,0.192,12,11,0.302,0.149,0.077,0.057999999999999996,0.20600000000000002,0.305,11.0,20.35,1839.0,2290.0,year 2,8.8
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.524,0.042,0.23600000000000002,0.076,0.526,0.223,0.11199999999999999,0.136,0.37200000000000005,0.419,0.019,0.043,0.11916583900000001,0.181727905,0.24131082399999998,0.457795432,15,6,0.284,0.14,0.095,0.085,0.141,0.20199999999999999,12.0,8.43,1410.0,819.0,year 1,17.6
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.514,0.028999999999999998,0.121,0.048,0.506,0.193,0.115,0.039,0.125,0.716,0.001,0.087,0.05331992,0.153923541,0.263581489,0.52917505,10,6,0.23199999999999998,0.121,0.079,0.076,0.154,0.17600000000000002,13.0,6.36,659.0,590.0,year 1,14.0
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.44799999999999995,0.07,0.242,0.087,0.51,0.201,0.16399999999999998,0.151,0.017,0.7340000000000001,0.023,0.039,0.122942885,0.22749274,0.38625363,0.263310745,11,11,0.24,0.19399999999999998,0.1,0.054000000000000006,0.201,0.171,9.0,14.9,1460.0,1490.0,year 1,21.3
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.439,0.062,0.364,0.131,0.455,0.22899999999999998,0.17600000000000002,0.249,0.1,0.633,0.011000000000000001,0.004,0.288732394,0.377263581,0.229376258,0.104627767,13,11,0.33299999999999996,0.20600000000000002,0.10400000000000001,0.10099999999999999,0.11199999999999999,0.318,11.0,24.09,2800.0,2189.0,year 1,23.0
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.42700000000000005,0.055999999999999994,0.18899999999999997,0.07400000000000001,0.486,0.19399999999999998,0.204,0.02,0.013000000000000001,0.965,0.003,0.005,0.234704112,0.36208625899999997,0.289869609,0.11334002,7,14,0.331,0.276,0.11699999999999999,0.08800000000000001,0.16469557362240286,0.344,13.0,24.68,4519.0,2270.0,year 1,18.9
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Mining-dependent,0.337,0.1,0.23,0.05,0.506,0.205,0.168,0.011000000000000001,0.026000000000000002,0.9590000000000001,0.006,0.002,0.229475767,0.41147378799999995,0.271018793,0.08803165199999999,12,15,0.41100000000000003,0.363,0.153,0.11699999999999999,0.099,0.44299999999999995,13.0,33.0,9150.0,1399.0,year 2,20.4
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.473,0.054000000000000006,0.2,0.055,0.532,0.136,0.077,0.034,0.08199999999999999,0.8340000000000001,0.006999999999999999,0.016,0.098461538,0.23179487199999999,0.318974359,0.350769231,8,5,0.29,0.21364882697947216,0.07400000000000001,0.095,0.16469557362240286,0.19699999999999998,13.0,21.14602162162162,1709.0,1390.0,year 1,33.1
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.36700000000000005,0.10099999999999999,0.22699999999999998,0.061,0.505,0.24100000000000002,0.151,0.006,0.001,0.966,0.003,0.003,0.23015075399999999,0.47839196,0.196984925,0.09447236199999999,13,13,0.294,0.526,0.10800000000000001,0.079,0.16469557362240286,0.395,13.0,29.64,3139.0,2770.0,year 1,26.0
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.512,0.037000000000000005,0.322,0.16399999999999998,0.513,0.266,0.149,0.491,0.037000000000000005,0.449,0.008,0.006,0.245356794,0.349951124,0.289345064,0.11534701900000001,16,9,0.29100000000000004,0.21364882697947216,0.094,0.11599999999999999,0.16469557362240286,0.299,11.0,30.52,11000.0,2670.0,year 2,14.3
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.552,0.02,0.244,0.151,0.499,0.179,0.272,0.005,0.0,0.972,0.011000000000000001,0.0,0.114885115,0.38661338700000003,0.326673327,0.171828172,9,18,0.35700000000000004,0.21364882697947216,0.111,0.0835641196013289,0.35600000000000004,0.318,10.0,21.14602162162162,2349.0,1999.5,year 2,16.1
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.49200000000000005,0.037000000000000005,0.264,0.127,0.501,0.27899999999999997,0.156,0.36700000000000005,0.004,0.611,0.021,0.006999999999999999,0.186934673,0.286432161,0.391959799,0.134673367,14,9,0.257,0.192,0.069,0.08800000000000001,0.11900000000000001,0.231,13.0,20.31,1750.0,2469.0,year 1,19.6
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.39399999999999996,0.083,0.268,0.057999999999999996,0.51,0.22899999999999998,0.172,0.016,0.33399999999999996,0.626,0.006999999999999999,0.006999999999999999,0.206457926,0.394324853,0.258317025,0.140900196,12,12,0.358,0.26,0.136,0.129,0.081,0.36200000000000004,11.0,16.68,4059.0,1700.0,year 1,25.8
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.44299999999999995,0.064,0.174,0.049,0.475,0.218,0.158,0.023,0.052000000000000005,0.9279999999999999,0.0,0.006999999999999999,0.174311927,0.406727829,0.28950051,0.129459735,11,9,0.373,0.182,0.109,0.084,0.16469557362240286,0.249,13.0,15.86,3149.0,5499.0,year 1,18.9
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.415,0.07200000000000001,0.262,0.094,0.511,0.24100000000000002,0.18,0.022000000000000002,0.002,0.9520000000000001,0.003,0.004,0.224975223,0.410307235,0.245787909,0.118929633,13,12,0.355,0.23800000000000002,0.126,0.087,0.16469557362240286,0.319,10.0,31.46,2350.0,3110.0,year 2,23.0
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.39799999999999996,0.067,0.22899999999999998,0.092,0.434,0.192,0.175,0.048,0.212,0.716,0.011000000000000001,0.01,0.233532934,0.39720558899999997,0.27744511,0.091816367,10,11,0.365,0.295,0.13,0.10800000000000001,0.134,0.316,12.0,20.87,2070.0,2059.0,year 1,20.9
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.456,0.064,0.127,0.042,0.502,0.205,0.19899999999999998,0.008,0.065,0.904,0.003,0.013000000000000001,0.113095238,0.44246031700000005,0.23214285699999998,0.21230158699999999,10,12,0.317,0.233,0.11900000000000001,0.076,0.13699999999999998,0.259,14.0,15.25,1880.0,1360.0,year 1,13.6
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.457,0.06,0.24600000000000002,0.08800000000000001,0.526,0.17,0.095,0.11,0.262,0.562,0.006,0.043,0.140609636,0.21533923300000002,0.24287119,0.40117994100000004,11,6,0.263,0.121,0.09699999999999999,0.09,0.11900000000000001,0.243,13.0,9.09,1829.0,1520.0,year 1,37.8
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.5710000000000001,0.046,0.19,0.135,0.46299999999999997,0.179,0.146,0.053,0.009000000000000001,0.917,0.015,0.013000000000000001,0.037037037,0.258258258,0.41341341299999995,0.291291291,6,5,0.183,0.166,0.051,0.107,0.221,0.18100000000000002,12.0,20.11,8060.0,5360.0,year 2,10.2
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.47200000000000003,0.05,0.319,0.152,0.488,0.273,0.136,0.18,0.015,0.7659999999999999,0.005,0.009000000000000001,0.177467597,0.309072782,0.34097706899999997,0.17248255199999998,13,8,0.324,0.203,0.129,0.079,0.188,0.289,10.0,21.13,3120.0,2209.0,year 2,13.0
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.502,0.053,0.217,0.105,0.519,0.294,0.207,0.035,0.0,0.9440000000000001,0.009000000000000001,0.0,0.029531567999999998,0.241344196,0.401221996,0.32790224,7,11,0.294,0.21364882697947216,0.10300000000000001,0.0835641196013289,0.27399999999999997,0.29,13.0,21.14602162162162,2694.5,1999.5,year 2,9.3
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.535,0.044000000000000004,0.183,0.09,0.498,0.27899999999999997,0.092,0.153,0.08900000000000001,0.616,0.009000000000000001,0.11,0.063808574,0.15154536400000002,0.282153539,0.502492522,12,4,0.244,0.10300000000000001,0.084,0.081,0.14400000000000002,0.198,10.0,7.57,1690.0,1089.0,year 2,7.2
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.535,0.027999999999999997,0.19899999999999998,0.08,0.516,0.152,0.091,0.045,0.193,0.659,0.004,0.071,0.097609562,0.22011952199999998,0.18625498,0.496015936,13,6,0.285,0.21364882697947216,0.076,0.078,0.16469557362240286,0.207,13.0,6.36,1229.0,349.0,year 1,21.1
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.43799999999999994,0.076,0.16,0.053,0.517,0.196,0.183,0.02,0.044000000000000004,0.925,0.003,0.008,0.130522088,0.5,0.22590361399999997,0.143574297,10,13,0.36200000000000004,0.247,0.132,0.09300000000000001,0.17600000000000002,0.33299999999999996,14.0,20.22,1730.0,2600.0,year 1,20.3
